I_D,TSEVENT_ID,YEAR,MONTH,DAY,DOUBTFUL,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DISTANCE_FROM_SOURCE,TRAVEL_TIME_HOURS,TRAVEL_TIME_MINUTES,WATER_HT,HORIZONTAL_INUNDATION,TYPE_MEASUREMENT_ID,PERIOD,FIRST_MOTION,DEATHS,DEATHS_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION
27762,1717,1938,11,5,,JAPAN,HOKKAIDO,HAKODATE,41.7187,140.7247,85,510,2,15,,,2,,R,,,,,,,,,,
27763,1717,1938,11,5,,JAPAN,IWATE,MIYAKO,39.65,141.983,85,274,1,10,,,2,,,,,,,,,,,,
27764,1717,1938,11,5,,JAPAN,MIYAGI,AYUKAWA,38.3,141.5,85,124,,40,,,2,,,,,,,,,,,,
27765,1717,1938,11,5,,JAPAN,MIYAGI,SHIOGAMA,38.3,141,85,137,1,1,0.15,,2,20,R,,,,,,,,,,
2370,1716,1938,11,5,,JAPAN,HOKKAIDO,HAKODATE,41.7187,140.7247,85,521,2,15,0.05,,2,,R,,,,,,,,,,
12066,1717,1938,11,5,,JAPAN,MIYAGI,ISHINOMAKI,38.417,141.267,85,141,1,14,0.15,,2,25,R,,,,,,,,,,
12049,1716,1938,11,5,,JAPAN,AOMORI,HACHINOHE,40.533,141.533,85,382,1,30,0.12,,2,22,R,,,,,,,,,,
12050,1716,1938,11,5,,JAPAN,CHIBA,CHOSHI,35.75,140.867,85,168,0,30,0.14,,2,18,R,,,,,,,,,,
12059,1716,1938,11,5,,JAPAN,MIYAGI,KESENNUMAGYOKO,38.9,141.6,85,200,0,40,0.14,,2,18,R,,,,,,,,,,
12060,1716,1938,11,5,,JAPAN,MIYAGI,OSHIMA (SHIOGAMAKO),38.3,141,85,147,,,0.16,,2,,,,,,,,,,,,
12061,1716,1938,11,5,,JAPAN,MIYAGI,TSUKIHAMA,38.567,141.45,85,165,1,0,0.32,,2,20,R,,,,,,,,,,
12062,1717,1938,11,5,,JAPAN,AOMORI,HACHINOHE,40.533,141.533,85,371,1,30,0.22,,2,25,R,,,,,,,,,,
12063,1717,1938,11,5,,JAPAN,CHIBA,CHOSHI,35.75,140.867,85,178,0,30,0.14,,2,25,R,,,,,,,,,,
12064,1717,1938,11,5,,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,85,77,0,32,0.4,,2,15,R,,,,,,,,,,
12065,1717,1938,11,5,,JAPAN,MIYAGI,HANABUCHI,38.267,141.033,85,132,1,10,0.56,,2,15,F,,,,,,,,,,
12067,1717,1938,11,5,,JAPAN,MIYAGI,KESENNUMAGYOKO,38.9,141.6,85,189,0,40,0.25,,2,15,R,,,,,,,,,,
12068,1717,1938,11,5,,JAPAN,MIYAGI,OSHIMA (SHIOGAMAKO),38.3,141,85,137,,,0.15,,2,,,,,,,,,,,,
12051,1716,1938,11,5,,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,85,73,0,32,0.54,,2,21,R,,,,,,,,,,
12052,1716,1938,11,5,,JAPAN,HOKKAIDO,HAKODATEKO,41.783,140.733,85,527,,,0.03,,2,,,,,,,,,,,,
12053,1716,1938,11,5,,JAPAN,IBARAKI,IWAI(oarai),36.333,140.583,85,131,,,0.44,,2,,,,,,,,,,,,
12054,1716,1938,11,5,,JAPAN,IBARAKI,TANAKA (NAKAMINATO),36.333,140.583,85,131,,,0.21,,2,,,,,,,,,,,,
12055,1716,1938,11,5,,JAPAN,IWATE,MIYAKO,39.65,141.983,85,285,1,10,0.21,,2,25,R,,,,,,,,,,
12056,1716,1938,11,5,,JAPAN,MIYAGI,AYUKAWA,38.3,141.5,85,135,0,43,0.52,,2,20,R,,,,,,,,,,
12058,1716,1938,11,5,,JAPAN,MIYAGI,ISHINOMAKI,38.417,141.267,85,151,1,15,0.15,,2,25,R,,,,,,,,,,
12080,1718,1938,11,6,,JAPAN,MIYAGI,KESENNUMAGYOKO,38.9,141.6,85,157,0,46,0.28,,2,10,F,,,,,,,,,,
12093,1719,1938,11,6,,JAPAN,MIYAGI,TSUKIHAMA,38.567,141.45,85,176,0,50,0.07,,2,10,R,,,,,,,,,,
12092,1719,1938,11,6,,JAPAN,MIYAGI,OSHIMA (SHIOGAMAKO),38.3,141,85,157,,,0.03,,2,18,R,,,,,,,,,,
12091,1719,1938,11,6,,JAPAN,MIYAGI,ONAGAWA,38.433,141.45,85,161,0,54,0.18,,2,11,R,,,,,,,,,,
12090,1719,1938,11,6,,JAPAN,MIYAGI,KESENNUMAGYOKO,38.9,141.6,85,212,0,54,0.13,,2,11,R,,,,,,,,,,
12088,1719,1938,11,6,,JAPAN,MIYAGI,HANABUCHI,38.267,141.033,85,153,1,20,0.59,,2,,,,,,,,,,,,
12086,1719,1938,11,6,,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,85,71,0,24,0.25,,2,8,R,,,,,,,,,,
12085,1719,1938,11,6,,JAPAN,CHIBA,CHOSHI,35.75,140.867,85,158,0,30,0.08,,2,9,R,,,,,,,,,,
12084,1719,1938,11,6,,JAPAN,AOMORI,HACHINOHE,40.533,141.533,85,393,1,24,0.17,,2,10,F,,,,,,,,,,
12083,1718,1938,11,6,,JAPAN,MIYAGI,TSUKIHAMA,38.567,141.45,85,123,0,43,0.08,,2,12,F,,,,,,,,,,
12082,1718,1938,11,6,,JAPAN,MIYAGI,OSHIMA (SHIOGAMAKO),38.3,141,85,113,1,30,0.05,,2,20,F,,,,,,,,,,
12081,1718,1938,11,6,,JAPAN,MIYAGI,ONAGAWA,38.433,141.45,85,108,0,45,0.28,,2,11,,,,,,,,,,,
12079,1718,1938,11,6,,JAPAN,MIYAGI,ISHINOMAKI,38.417,141.267,85,112,1,5,0.05,,2,13,F,,,,,,,,,,
12078,1718,1938,11,6,,JAPAN,MIYAGI,HANABUCHI,38.267,141.033,85,109,,,0.43,,2,,,,,,,,,,,,
12077,1718,1938,11,6,,JAPAN,MIYAGI,AYUKAWA,38.3,141.5,85,93,0,35,0.62,,2,15,,,,,,,,,,,
12076,1718,1938,11,6,,JAPAN,IWATE,MIYAKO,39.65,141.983,85,240,0,53,0.11,,2,10,F,,,,,,,,,,
12075,1718,1938,11,6,,JAPAN,IBARAKI,TANAKA (NAKAMINATO),36.333,140.583,85,169,,,0.07,,2,,,,,,,,,,,,
12074,1718,1938,11,6,,JAPAN,IBARAKI,IWAI(oarai),36.333,140.583,85,169,,,0.27,,2,,,,,,,,,,,,
12073,1718,1938,11,6,,JAPAN,HOKKAIDO,HAKODATEKO,41.783,140.733,85,485,,,0.03,,2,,,,,,,,,,,,
12072,1718,1938,11,6,,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,85,102,0,25,0.19,,2,11,F,,,,,,,,,,
12071,1718,1938,11,6,,JAPAN,CHIBA,CHOSHI,35.75,140.867,85,212,0,39,0.07,,2,10,F,,,,,,,,,,
12070,1718,1938,11,6,,JAPAN,AOMORI,HACHINOHE,40.533,141.533,85,338,1,23,0.07,,2,10,F,,,,,,,,,,
12089,1719,1938,11,6,,JAPAN,MIYAGI,ISHINOMAKI,38.417,141.267,85,162,1,12,0.03,,2,13,R,,,,,,,,,,
2385,1718,1938,11,6,,JAPAN,HOKKAIDO,HAKODATE,41.783,140.733,85,485,1,45,0.05,,,,F,,,,,,,,,,
2393,1718,1938,11,6,,JAPAN,MIYAGI,SHIOGAMA,38.32,141,85,115,1,25,0.3,,,25,F,,,,,,,,,,
2389,1718,1938,11,6,,JAPAN,HOKKAIDO,KUSHIRO,42.967,144.367,85,646,1,45,,,,,,,,,,,,,,,
2403,1719,1938,11,6,,JAPAN,MIYAGI,SHIOGAMA,38.32,141,85,159,1,35,0.05,,2,23,R,,,,,,,,,,
12087,1719,1938,11,6,,JAPAN,MIYAGI,AYUKAWA,38.3,141.5,85,146,0,48,0.62,,2,,R,,,,,,,,,,
11336,1722,1938,11,10,,CANADA,BC,"TOFINO (CLAYOQUOT),BRITISH COLUMBIA",49.153,-125.913,88,2292,3,52,0.14,,2,63,F,,,,,,,,,,
2405,1722,1938,11,10,,USA,AK,"UNALASKA, DUTCH HARBOR, AK",53.898,-166.515,87,552,1,42,0.1,,2,60,,,,,,,,,,,
2406,1722,1938,11,10,,USA,AK,"SEWARD, AK",60.119,-149.427,87,739,1,30,0.08,,2,75,,,,,,,,,,,
2407,1722,1938,11,10,,USA,AK,"SITKA, AK",57.052,-135.342,87,1426,2,24,0.08,,2,100,,,,,,,,,,,
2412,1722,1938,11,10,,USA,CA,"CRESCENT CITY, CA",41.7456,-124.184,88,2898,4,13,0.18,,2,45,,,,,,,,,,,
2409,1722,1938,11,10,,USA,CA,"SANTA MONICA, CA",34.008,-118.5,88,3868,5,1,0.05,,2,35,,,,,,,,,,,
2410,1722,1938,11,10,,USA,HI,"HILO, HAWAII, HI",19.7303,-155.0553,80,3986,,,0.3,,2,30,,,,,,,,,,,
2411,1722,1938,11,10,,USA,HI,"HONOLULU, OAHU, HI",21.3067,-157.867,80,3801,5,,0.1,,2,30,R,,,,,,,,,,
2408,1722,1938,11,10,,USA,CA,"SAN DIEGO, CA",32.715,-117.174,88,4057,6,52,0.1,,2,55,,,,,,,,,,,
12094,1725,1938,11,13,,JAPAN,CHIBA,CHOSHI,35.75,140.867,85,150,0,42,0.06,,2,15,R,,,,,,,,,,
12095,1725,1938,11,13,,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,85,54,0,27,0.36,,2,10,R,,,,,,,,,,
12096,1725,1938,11,13,,JAPAN,MIYAGI,ISHINOMAKI,38.417,141.267,85,159,1,19,0.03,,2,10,R,,,,,,,,,,
12097,1725,1938,11,13,,JAPAN,MIYAGI,KESENNUMAGYOKO,38.9,141.6,85,212,0,59,0.11,,2,12,R,,,,,,,,,,
12098,1725,1938,11,13,,JAPAN,MIYAGI,ONAGAWA,38.433,141.45,85,159,0,29,0.21,,2,11,R,,,,,,,,,,
12099,1725,1938,11,13,,JAPAN,MIYAGI,OSHIMA (SHIOGAMAKO),38.3,141,85,151,1,20,0.03,,2,10,R,,,,,,,,,,
12100,1725,1938,11,13,,JAPAN,MIYAGI,TSUKIHAMA,38.567,141.45,85,174,0,41,0.07,,2,11,R,,,,,,,,,,
12103,1727,1938,11,22,,JAPAN,MIYAGI,ONAGAWA,38.433,141.45,85,201,0,29,0.08,,2,17,F,,,,,,,,,,
12102,1727,1938,11,22,,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,85,110,0,38,0.14,,2,6,F,,,,,,,,,,
12104,1727,1938,11,22,,JAPAN,MIYAGI,OSHIMA (SHIOGAMAKO),38.3,141,85,203,,,0.02,,2,5,F,,,,,,,,,,
12101,1727,1938,11,22,,JAPAN,CHIBA,CHOSHI,35.75,140.867,85,153,0,44,0.03,,2,15,F,,,,,,,,,,
2424,1727,1938,11,22,,JAPAN,MIYAGI,SHIOGAMA,38.32,141,85,205,0,23,0.05,,,,,,,,,,,,,,
12111,1728,1938,11,30,,JAPAN,MIYAGI,TSUKIHAMA,38.567,141.45,85,186,2,,0.06,,2,12,F,,,,,,,,,,
2425,1728,1938,11,30,,JAPAN,CHIBA,CHOSHI,35.75,140.867,85,183,0,44,,,2,,F,,,,,,,,,,
12109,1728,1938,11,30,,JAPAN,MIYAGI,KESENNUMAGYOKO,38.9,141.6,85,218,1,3,0.06,,2,12,F,,,,,,,,,,
12108,1728,1938,11,30,,JAPAN,MIYAGI,ISHINOMAKI,38.417,141.267,85,178,2,30,0.05,,2,18,F,,,,,,,,,,
2427,1728,1938,11,30,,JAPAN,HOKKAIDO,HAKODATE,41.7187,140.7247,85,540,3,,0.05,,2,25,R,,,,,,,,,,
12106,1728,1938,11,30,,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,85,116,0,30,0.08,,2,20,F,,,,,,,,,,
12105,1728,1938,11,30,,JAPAN,AOMORI,HACHINOHE,40.533,141.533,85,397,3,35,0.1,,2,18,R,,,,,,,,,,
12110,1728,1938,11,30,,JAPAN,MIYAGI,ONAGAWA,38.433,141.45,85,173,0,30,0.09,,2,14,F,,,,,,,,,,
12107,1728,1938,11,30,,JAPAN,HOKKAIDO,HAKODATEKO,41.783,140.733,85,547,,,0.08,,2,,,,,,,,,,,,
2434,1730,1939,1,30,,PAPUA NEW GUINEA,,"KOKOPO, NEW BRITAIN",-4.35,152.267,82,460,,,,,1,,,,,,,,,,,,
2433,1730,1939,1,30,,SOLOMON ISLANDS,,FAISI,-7.070833,155.86944,82,53,,,,,1,,,,,,,,,,,,
29928,1730,1939,1,30,,SOLOMON ISLANDS,,"ARIGUA, BOUGAINVILLE ISLAND",-5.9333,155.35,82,128,,,,,1,,,,,,,,,,,,
12115,1731,1939,3,20,,JAPAN,MIYAZAKI,HOSOSHIMA,32.433,131.667,85,35,,,0.04,,2,,,,,,,,,,,,
12114,1731,1939,3,20,,JAPAN,MIYAZAKI,ABURATSU,31.583,131.417,85,97,,,0.08,,2,,,,,,,,,,,,
12112,1731,1939,3,20,,JAPAN,KOCHI,MUROTOMISAKI,33.267,134.167,85,229,,,0.4,,2,,,,,,,,,,,,
12113,1731,1939,3,20,,JAPAN,KOCHI,TOSA-SHIMIZU,32.7792,132.9589,85,105,,,0.06,,2,,,,,,,,,,,,
25535,1733,1939,4,30,,PAPUA NEW GUINEA,,"RABAUL, NEW BRITAIN",-4.22,152.18,82,962,,,,,1,,,,,,,,,,,,
2439,1733,1939,4,30,,SOLOMON ISLANDS,,"BEAUFORT BAY, GUADALCANAL",-9.6287,159.667,82,60,,,10.5,,1,,,,,,,,1,,,,1
2440,1733,1939,4,30,,PAPUA NEW GUINEA,,"GASMATA, NEW BRITAIN",-6.27,150.3333,82,1037,,,1.5,,1,,,,,,,,,,,,
2441,1733,1939,4,30,,SOLOMON ISLANDS,,RUSSELL ISLANDS,-9.05,159.2,82,28,,,,,1,,,12,1,,,,,,,,
28477,1734,1939,5,1,,JAPAN,AKITA,HATAKA,40,139.7,85,20,,,,,1,,,,,,,,,,,,
28478,1734,1939,5,1,,JAPAN,AKITA,TOGA,39.95,139.722,85,25,,,,,1,,,,,,,,,,,,
28479,1734,1939,5,1,,JAPAN,AKITA,HAMASHIOYA,39.954,139.722,85,25,,,,,1,,,,,,,,,,,,
28480,1734,1939,5,1,,JAPAN,YAMAGATA,HAMANAKA,38.82,139.78,85,144,,,,,1,,,,,,,,,,,,
28481,1734,1939,5,1,,JAPAN,,SHIOHAMA,,,85,,,,,,1,,,,,,,,,,,,
28482,1734,1939,5,1,,JAPAN,FUKUI,SHIODO,35.493,135.547,85,619,,,,,1,,,,,,,,,,,,
28471,1734,1939,5,1,,JAPAN,AKITA,HAMAMAGUCHI,39.96,139.82,85,31,,,,13,1,,,,,,,,,,,,
28491,1734,1939,5,1,,JAPAN,AKITA,CAPE OPPA,,,85,,,,,,1,,,,,,,,,,,,
28490,1734,1939,5,1,,JAPAN,AKITA,WAKIMOTO,39.903,139.9,85,41,,,,30,1,,,,,,,,,,,,
28476,1734,1939,5,1,,JAPAN,AOMORI,KOHAMA,40.83,140.72,85,131,,,,,1,,,,,,,,,,,,
28475,1734,1939,5,1,,JAPAN,,USAWA,,,85,,,,,,1,,,,,,,,,,,,
28474,1734,1939,5,1,,JAPAN,AKITA,NISHIKUROSAWA,39.98,139.73,85,24,,,,,1,,,,,,,,,,,,
28473,1734,1939,5,1,,JAPAN,AKITA,YUSHIRI,39.975,139.76,85,26,,,0.9,,1,,,,,,,,,,,,
28472,1734,1939,5,1,,JAPAN,AKITA,KITA'URA,39.968,139.78,85,28,,,,,1,,,,,,,,,,,,
28489,1734,1939,5,1,,JAPAN,AKITA,HADACHI,39.904,139.862,85,38,,,,,1,,,,,,,,,,,,
28488,1734,1939,5,1,,JAPAN,NIIGATA,"MINAMIHIRASAWA, SADO ISLAND",38.096,138.4343,85,241,,,,,1,,,,,,,,,,,,
28487,1734,1939,5,1,,JAPAN,AOMORI,MASUKAWA,41.1833,140.4333,85,144,,,,,1,,,,,,,,,,,,
28486,1734,1939,5,1,,JAPAN,YAMAGATA,ONAGAWA,39.05,139.92,85,122,,,,,1,,,,,,,,,,,,
28485,1734,1939,5,1,,JAPAN,AKITA,TSUBAKI,40.35,140.026,85,53,,,1.2,,1,,,,,,,,,,,,
28483,1734,1939,5,1,,JAPAN,AKITA,KANAGASAKI,39.568,140.215,85,85,,,,,1,,,,,,,,,,,,
28484,1734,1939,5,1,,JAPAN,AKITA,KAMO,39.9,139.736,85,30,,,,,1,,,,,,,,,,,,
12117,1734,1939,5,1,,JAPAN,AKITA,TSUCHIZAKIKO,39.75,140.083,85,63,0,18,0.14,,2,,,,,,,,,,,,
12118,1734,1939,5,1,,JAPAN,AOMORI,AJIGASAWA,40.783,140.217,85,97,0,32,0.03,,2,,,,,,,,,,,,
12119,1734,1939,5,1,,JAPAN,YAMAGATA,SAKATA,38.917,139.817,85,134,0,40,0.05,,2,,,,,,,,,,,,
12116,1734,1939,5,1,,JAPAN,AKITA,NOSHIROKO,40.217,140,85,44,0,32,0.03,,2,60,,,,,,,,,,,
25373,1735,1939,5,7,,PHILIPPINES,,VERDE ISLAND,13.53,121.0833,84,18,,,,,1,,,,,,,,,,,,
2446,1736,1939,6,22,,GHANA,,LABADI,5.55,-0.217,77,42,,,,,1,,,,,,,,,,,,
15728,1736,1939,6,22,,GHANA,,TISHI,,,77,,,,,,1,,,,,,,,,,,,
6731,1737,1939,8,15,,CUBA,,CAYO FRANCES,21.9,-84.033,74,510,,,,,1,,,,,,,,,,,,
2447,1738,1939,12,21,,INDONESIA,NORTH SULAWESI,LANGOAN,1.1578,123.8433,83,159,,,,,1,,,,,,,,1,,,,
29544,1738,1939,12,21,,INDONESIA,CENTRAL SULAWESI,MINAHASSA PENINSULA,,,83,,,,,,1,,,,,,,,,,,,
10850,2301,1939,12,26,,UKRAINE,,SEVASTOPOL,44.617,33.533,40,731,2,15,0.5,,2,,R,,,,,,,,,,
10848,2301,1939,12,26,,UKRAINE,,NOVOROSSIYSK,46.117,32.633,40,901,1,13,0.53,,2,,R,,,,,,,,,,
10852,2301,1939,12,26,,RUSSIA,,TUAPSE,44.1,39.067,40,483,0,50,,,2,,R,,,,,,,,,,
10854,2301,1939,12,26,,GEORGIA,,POTI,42.167,41.683,40,322,,,,,2,,R,,,,,,,,,,
10853,2301,1939,12,26,,TURKEY,,FATSA,41.028,37.501,40,222,,,,20,2,,F,,,,,,,,,,
10849,2301,1939,12,26,,UKRAINE,,YALTA,44.5,34.167,40,687,0,53,0.27,,2,,R,,,,,,,,,,
10847,2301,1939,12,26,,GEORGIA,,BATUMI,41.639,41.637,40,273,0,0,0.07,,2,,F,,,,,,,,,,
10855,2301,1939,12,26,,UKRAINE,,FEODOSIYA,45.033,35.383,40,677,1,20,,,2,,R,,,,,,,,,,
10851,2301,1939,12,26,,UKRAINE,,KERCH,45.358,36.476,40,670,2,42,,,2,,R,,,,,,,,,,
28156,1739,1940,5,24,,PERU,,HUARMEY,-11.1,-77.6,89,94,,,,,1,,,,,,,,,,,,
2488,1741,1940,8,1,,RUSSIA,PRIMORSKY,TETYUKHE,44.364,135.818,86,294,0,34,3.5,,1,,,,,,,,1,,,,
28500,1741,1940,8,1,,JAPAN,ISHIKAWA,ISHIKAWA,,,85,,,,0.4,,1,,,,,,,,,,,,
28501,1741,1940,8,1,,JAPAN,KYOTO,TAIZA (TANGO),35.73,135.08,85,1014,,,1.5,,1,,,,,,,,,,,,
28502,1741,1940,8,1,,JAPAN,SHIMANE,SAIGO,36.2,133.333,85,1032,,,1.4,,1,,,,,,,,,47,1,,
28503,1741,1940,8,1,,NORTH KOREA,,NAJIN (RASHIN),42.2489,130.3003,84,776,,,1,,1,,,,,,,,1,,,,
2451,1741,1940,8,1,,JAPAN,HOKKAIDO,"CAPE MOTODOMARI, RISHIRI ISLAND",45.25,141.1833,85,177,,,1.8,,1,,,,,,,,,,,,
2459,1741,1940,8,1,,JAPAN,HOKKAIDO,"KUTSUKATA, RISHIRI ISLAND",45.1836,141.14,85,170,,,2,,1,,,,,,,,,,,,
2460,1741,1940,8,1,,JAPAN,HOKKAIDO,"MASANDOMARI PORT, RISHIRI ISLAND",45.11,141.25,85,172,,,2.5,,1,,,,,,,,,,,,
2463,1741,1940,8,1,,NORTH KOREA,,NAJIN (RASHIN),42.2489,130.3003,84,776,1,32,0.13,,2,8,,,,,,,1,,,,
2470,1741,1940,8,1,,JAPAN,HOKKAIDO,RISHIRI ISLAND,45.25,141.15,85,175,,,3,,1,,,,,,,,2,,,,
2472,1741,1940,8,1,,JAPAN,NIIGATA,SADO ISLAND,38,138.5,85,695,,,,,1,,,,,,,,1,,,,
2475,1741,1940,8,1,,RUSSIA,SAKHALIN,WEST COAST SAKHALIN,51,143,86,800,,,2,,1,,,,,,,,,,,,
2480,1741,1940,8,1,,JAPAN,HOKKAIDO,YOBETSU,43.33,140.3839,85,120,,,2.3,,1,10,,,,,,,,,,,
2484,1741,1940,8,1,,RUSSIA,SAKHALIN,"NEVEL'SK, SAKHALIN",46.67,141.855,86,331,1,9,0.25,,2,18,,,,,,,1,6,1,,
2489,1741,1940,8,1,,RUSSIA,PRIMORSKY,VLADIVOSTOK,43.165,131.9,86,622,,,,,1,,,,,,,,,,,,
12141,1741,1940,8,1,,JAPAN,HOKKAIDO,TESHIO,44.883,141.75,85,194,,,2,,1,,,10,1,,,,1,,1,,
2454,1741,1940,8,1,,JAPAN,HOKKAIDO,WAKKANAI,45.4,141.683,85,218,,,,,1,,,,,,,,1,,,,
28493,1741,1940,8,1,,JAPAN,HOKKAIDO,FURAOI,44.9833,141.8,85,202,,,,,1,,,,,,,,1,,,,
2448,1741,1940,8,1,,JAPAN,HOKKAIDO,"BEUTANKEUSHI RIVER, RISHIRI ISLAND",45.11,141.25,85,172,,,2.8,,1,,,,,,,,,,,,
12138,1741,1940,8,1,,JAPAN,HOKKAIDO,RUMOI,43.95,141.65,85,174,,,2,,1,,,,,,,,,,,,
12130,1741,1940,8,1,,JAPAN,HOKKAIDO,MASHIKE,43.85,141.533,85,167,,,2,,1,,,,,,,,,,,,
28496,1741,1940,8,1,,JAPAN,HOKKAIDO,SHIOYA,45.245,141.224,85,179,,,1.2,,1,,,,,,,,,,,,
12142,1741,1940,8,1,,JAPAN,HOKKAIDO,YOICHI,43.2,140.783,85,152,,,1.5,,1,,,,,,,,,,,,
28497,1741,1940,8,1,,JAPAN,HOKKAIDO,FURUHIRA,43.26,140.65,85,140,,,1.2,,1,,,,,,,,,,,,
28498,1741,1940,8,1,,JAPAN,HOKKAIDO,BIKUNI,43.3,140.64,85,136,,,1.5,,1,,,,,,,,,,,,
12124,1741,1940,8,1,,JAPAN,HOKKAIDO,IRIKA,43.367,140.483,85,122,,,2.7,,1,,,,,,,,,,,,
28499,1741,1940,8,1,,JAPAN,HOKKAIDO,TOMARI,43.1,140.46,85,145,,,1.2,,1,,,,,,,,,,,,
12145,1741,1940,8,1,,JAPAN,"OKUSHIRI IS, HOKKAIDO",INAHOMISAKI,42.25,139.567,85,217,,,1,,1,,,,,,,,,,,,
12131,1741,1940,8,1,,JAPAN,HOKKAIDO,MATSUMAE,41.417,140.1,85,313,,,1,,2,,,,,,,,,,,,
2485,1741,1940,8,1,,RUSSIA,PRIMORSKY,OLGA,43.744444,135.284722,86,341,,,,,1,,,,,,,,,,,,
28492,1741,1940,8,1,,JAPAN,HOKKAIDO,MOOI,,,85,,,,1.2,,1,20,,,,,,,,,,,
12135,1741,1940,8,1,,JAPAN,HOKKAIDO,OSHORO,43.2,140.867,85,156,0,32,0.22,,2,23,,,,,,,,,,,
2462,1741,1940,8,1,,JAPAN,HOKKAIDO,"MOTOMURA, RISHIRI ISLAND",45.11,141.25,85,172,,,1.7,,1,,,,,,,,,,,,
2450,1741,1940,8,1,,JAPAN,HOKKAIDO,"CAPE KUTSUGATA, RISHIRI ISLAND",45.1836,141.14,85,170,,,1.2,,1,,,,,,,,,,,,
2465,1741,1940,8,1,,JAPAN,HOKKAIDO,"ONIWAKI, RISHIRI ISLAND",45.13,141.3,85,176,,,2.5,,1,,,,,,,,,,,,
2469,1741,1940,8,1,,JAPAN,HOKKAIDO,"RATADOMARI, RISHIRI ISLAND",45.11,141.25,85,172,,,2.5,,1,,,,,,,,,,,,
12121,1741,1940,8,1,,JAPAN,HOKKAIDO,HABOROKO,44.367,141.7,85,176,,,2,,1,,,,,,,,1,,,,
2476,1741,1940,8,1,,JAPAN,HOKKAIDO,SHOSAMBETSU,44.5336,141.7697,85,184,1,10,2,,1,,,,,,,,,,,,
2478,1741,1940,8,1,,JAPAN,HOKKAIDO,TOMAMAE,44.3053,141.6544,85,172,,,3,100,1,,,,,,,,,,,,
12136,1741,1940,8,1,,JAPAN,HOKKAIDO,OTARU,43.95,141.633,85,173,0,42,1.5,,1,,,,,,,,,,,,
19496,1741,1940,8,1,,JAPAN,HOKKAIDO,HITSUKASE,,,85,,,,,,1,,,,,,,,1,,,,
