I_D,TSEVENT_ID,YEAR,MONTH,DAY,DOUBTFUL,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DISTANCE_FROM_SOURCE,TRAVEL_TIME_HOURS,TRAVEL_TIME_MINUTES,WATER_HT,HORIZONTAL_INUNDATION,TYPE_MEASUREMENT_ID,PERIOD,FIRST_MOTION,DEATHS,DEATHS_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION
7267,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.55,95.307,60,262,,,6.58,,4,,,,,,,,,,,,
7268,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.551,95.307,60,262,,,6.59,,4,,,,,,,,,,,,
7236,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.55,95.317,60,261,,,4.5,,4,,,,,,,,,,,,
7237,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.552,95.317,60,262,,,4.58,,4,,,,,,,,,,,,
7238,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.553,95.317,60,262,,,4.52,,4,,,,,,,,,,,,
7239,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.553,95.317,60,262,,,4.56,,4,,,,,,,,,,,,
7240,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.553,95.317,60,262,,,4.67,,4,,,,,,,,,,,,
7241,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.547,95.317,60,261,,,4.43,,4,,,,,,,,,,,,
7249,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.553,95.317,60,262,,,4.7,,4,,,,,,,,,,,,
7250,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.553,95.316,60,262,,,4.68,,4,,,,,,,,,,,,
7251,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.553,95.316,60,262,,,4.79,,4,,,,,,,,,,,,
7252,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.553,95.316,60,262,,,5.49,,4,,,,,,,,,,,,
7128,2439,2004,12,26,,NEW ZEALAND,,NELSON,-41.2613,173.27278,81,9198,23,6,0.64,,2,45,,,,,,,,,,,
6909,2439,2004,12,26,,CANADA,BC,"TOFINO, BRITISH COLUMBIA",49.153,-125.913,88,12932,32,1,0.08,,2,,,,,,,,,,,,
6910,2439,2004,12,26,,CANADA,BC,"WINTER HARBOR, BRITISH COLUMBIA",50.513,-128.028,88,12718,31,46,0.11,,2,,,,,,,,,,,,
6911,2439,2004,12,26,,CANADA,NS,"HALIFAX, NOVA SCOTIA",44.667,-63.583,75,14312,31,31,0.22,,2,45,,,,,,,,,,,
6918,2439,2004,12,26,,INDIA,ANDAMAN AND NICOBAR,"CAR NICOBAR ISLAND, NICOBAR ISLANDS",9.167,92.783,60,743,,,,,1,,,,,,,,,,,,
6919,2439,2004,12,26,,INDIA,ANDAMAN AND NICOBAR,"GREAT NICOBAR IS., NICOBAR ISLANDS",7,93.833,60,476,,,,,1,,,,,,,,,,,,
6887,2439,2004,12,26,,USA,CA,"CRESCENT CITY, CA",41.7456,-124.184,88,13577,,,0.31,,2,,,,,,,,,,,,
6888,2439,2004,12,26,,USA,CA,"ARENA COVE, CA",38.914,-123.711,88,13811,,,0.19,,2,6,,,,,,,,,,,
6889,2439,2004,12,26,,USA,CA,"POINT REYES, CA",37.997,-122.975,88,13925,,,0.2,,2,33,,,,,,,,,,,
6890,2439,2004,12,26,,USA,CA,"SAN FRANCISCO, CA",37.807,-122.465,88,13973,,,0.08,,2,60,,,,,,,,,,,
6891,2439,2004,12,26,,USA,CA,"MONTEREY, CA",36.605,-121.888,88,14098,,,0.1,,2,,,,,,,,,,,,
6892,2439,2004,12,26,,USA,CA,"PORT SAN LUIS, CA",35.17666,-120.755,88,14279,35,18,0.27,,2,,,,,,,,,,,,
6893,2439,2004,12,26,,USA,CA,"SANTA MONICA, CA",34.008,-118.5,88,14520,34,24,0.19,,2,,,,,,,,,,,,
6894,2439,2004,12,26,,USA,CA,"LOS ANGELES, CA",33.719,-118.272,88,14557,,,0.13,,2,,,,,,,,,,,,
6895,2439,2004,12,26,,USA,CA,"LA JOLLA, CA",32.867,-117.257,88,14691,32,25,0.06,,2,,,,,,,,,,,,
6896,2439,2004,12,26,,MEXICO,,CABO SAN LUCAS,22.883,-109.9,88,15975,29,27,0.12,,2,,,,,,,,,,,,
7228,2439,2004,12,26,,INDONESIA,ACEH,"KRUENG RAYA PORT, SUMATRA",5.588,95.525,60,260,,,6.71,,5,,,,,,,,,,,,
7229,2439,2004,12,26,,INDONESIA,ACEH,"SABANG, SUMATRA",5.826,95.347,60,290,,,3.02,,4,,,,,,,,,,,,
7230,2439,2004,12,26,,INDONESIA,ACEH,"SABANG, SUMATRA",5.882,95.324,60,297,,,3.15,,4,,,,,,,,,,,,
7231,2439,2004,12,26,,INDONESIA,ACEH,"SABANG, SUMATRA",5.839,95.299,60,293,,,6.2,,5,,,,,,,,,,,,
7232,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.556,95.284,60,263,,,12,,4,,,,,,,,,,,,
9485,2439,2004,12,26,,INDIA,ANDHRA PRADESH,"VISAKHAPATNAM, ANDHRA PRADESH",17.65,83.28,60,2114,2,36,1.46,,2,,R,,,,,,1,,,,
9486,2439,2004,12,26,,INDIA,TAMIL NADU,"CHENNAI (MADRAS), TAMIL NADU",13.1,80.32,60,2038,2,34,1.62,,2,,R,,,,,,,,,,
9104,2439,2004,12,26,,THAILAND,,BAN THALE NOK,9.46,98.437,60,737,,,6.8,121,4,,,,,,,,,,,,
9103,2439,2004,12,26,,THAILAND,,HAT PRAPHAT,9.376,98.401,60,727,,,5,939,1,,,,,,,,,,,,
7233,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.554,95.291,60,263,,,9,,4,,,,,,,,,,,,
7234,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.549,95.316,60,261,,,4.64,,4,,,,,,,,,,,,
7235,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.549,95.317,60,261,,,4.64,,4,,,,,,,,,,,,
7242,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.548,95.316,60,261,,,4.73,,4,,,,,,,,,,,,
7243,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.548,95.315,60,261,,,5.16,,4,,,,,,,,,,,,
7244,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.548,95.314,60,261,,,5.56,,4,,,,,,,,,,,,
7245,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.548,95.313,60,261,,,5.55,,4,,,,,,,,,,,,
7246,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.549,95.313,60,261,,,5.53,,4,,,,,,,,,,,,
7247,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.549,95.312,60,261,,,5.61,,4,,,,,,,,,,,,
9487,2439,2004,12,26,,INDIA,TAMIL NADU,"TUTICORIN, TAMIL NADU",8.75,78.2,60,2058,3,25,0.91,,2,,R,,,,,,,,,,
6840,2439,2004,12,26,,PERU,,CALLAO,-12.069,-77.1668,89,18787,28,50,0.34,,2,,,,,,,,,,,,
6841,2439,2004,12,26,,CHILE,IQUIQUE,IQUIQUE,-20.217,-70.156,89,17612,26,36,0.12,,2,,,,,,,,,,,,
6842,2439,2004,12,26,,USA TERRITORY,AS,"PAGO PAGO, AMERICAN SAMOA",-14.2766,-170.689,81,10459,,,0.01,,2,,,,,,,,,,,,
6844,2439,2004,12,26,,VANUATU,,"PORT VILA, EFATE ISLAND",-17.7553,168.3077,82,8261,,,0.08,,2,,,,,,,,,,,,
6845,2439,2004,12,26,,USA,HI,"HILO, HAWAII, HI",19.7303,-155.0553,80,11859,26,31,0.09,,2,,,,,,,,,,,,
19728,2439,2004,12,26,,TANZANIA,,"DOMONI - NORTH, ANJOUAN",-12.25923,44.53119,60,5943,,,1.9,,5,,,,,,,,,,,,
19729,2439,2004,12,26,,TANZANIA,,"BAMBAO, ANJOUAN",-12.2024,44.52037,60,5943,,,2.5,,5,,,,,,,,,,,,
19730,2439,2004,12,26,,TANZANIA,,"ONGONI, ANJOUAN",-12.17223,44.50653,60,5943,,,2.7,,5,,,,,,,,,,,,
19731,2439,2004,12,26,,TANZANIA,,"HAJOHO, ANJOUAN",-12.1209,44.48885,60,5944,,,2.3,,5,,,,,,,,,,,,
19732,2439,2004,12,26,,TANZANIA,,"BIMBINI, ANJOUAN",-12.19175,44.23317,60,5973,,,2.9,,5,,,,,,,,,,,,
19733,2439,2004,12,26,,TANZANIA,,"MIRONTSI, ANJOUAN",-12.15693,44.41515,60,5953,,,2.1,,5,,,,,,,,,,,,
9706,2439,2004,12,26,,SRI LANKA,,KALMUNAI,7.404,81.842,60,1631,,,6,35,4,,,,,,,,,,,,
6907,2439,2004,12,26,,CHILE,,PUNTA CORONA,-41.783,-74.88,89,15644,,,0.03,,2,20,,,,,,,,,,,
6908,2439,2004,12,26,,CHILE,,PUERTO WILLIAMS,-54.933,-67.633,89,14090,,,0.15,,2,,,,,,,,,,,,
9091,2439,2004,12,26,,THAILAND,,KRABI,8.07,98.87,60,620,2,46,0.84,,2,,F,,,,,,,,,,
7284,2439,2004,12,26,,INDONESIA,ACEH,"WEST COAST OF ACEH, SUMATRA",5.458,95.247,60,254,,,34.85,,5,,,,,,,,,,,,
7285,2439,2004,12,26,,INDONESIA,ACEH,"WEST COAST OF ACEH, SUMATRA",5.452,95.244,60,253,,,18.79,,4,,,,,,,,,,,,
7286,2439,2004,12,26,,INDONESIA,ACEH,"WEST COAST OF ACEH, SUMATRA",5.451,95.243,60,253,,,21.56,,1,,,,,,,,,,,,
7287,2439,2004,12,26,,INDONESIA,ACEH,"WEST COAST OF ACEH, SUMATRA",5.46,95.246,60,254,,,31.91,,5,,,,,,,,,,,,
7288,2439,2004,12,26,,INDONESIA,ACEH,"WEST COAST OF ACEH, SUMATRA",5.405,95.254,60,248,,,20.13,,4,,,,,,,,,,,,
7289,2439,2004,12,26,,INDONESIA,ACEH,"WEST COAST OF ACEH, SUMATRA",5.414,95.249,60,249,,,17.04,,4,,,,,,,,,,,,
7282,2439,2004,12,26,,INDONESIA,ACEH,"WEST COAST OF ACEH, SUMATRA",5.443,95.24,60,253,,,19.96,,5,,,,,,,,,,,,
7269,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.549,95.306,60,262,,,6.43,,4,,,,,,,,,,,,
7270,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.551,95.307,60,262,,,5.87,,4,,,,,,,,,,,,
7271,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.55,95.308,60,262,,,6.78,,4,,,,,,,,,,,,
7272,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.559,95.284,60,263,,,12.19,,4,,,,,,,,,,,,
7273,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.549,95.311,60,262,,,6.21,,4,,,,,,,,,,,,
7274,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.542,95.285,60,262,,,5.04,,4,,,,,,,,,,,,
7275,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.541,95.287,60,261,,,6.87,,4,,,,,,,,,,,,
7223,2439,2004,12,26,,INDONESIA,ACEH,"SIGLI, ACEH, SUMATRA",5.384,95.968,60,232,,,4.82,,4,,,,,,,,,,,,
7225,2439,2004,12,26,,INDONESIA,ACEH,"SIGLI, ACEH, SUMATRA",5.389,95.96,60,233,,,4.4,,4,,,,,,,,,,,,
7226,2439,2004,12,26,,INDONESIA,ACEH,"KRUENG RAYA PORT, SUMATRA",5.596,95.526,60,261,,,5.1,,4,,,,,,,,,,,,
7227,2439,2004,12,26,,INDONESIA,ACEH,"KRUENG RAYA PORT, SUMATRA",5.595,95.527,60,261,,,5.92,,4,,,,,,,,,,,,
7310,2439,2004,12,26,,INDONESIA,ACEH,"WEST COAST OF ACEH, SUMATRA",5.469,95.24,60,255,,,28.59,,4,,,,,,,,,,,,
7276,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.541,95.282,60,262,,,4.7,,4,,,,,,,,,,,,
7277,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.547,95.278,60,262,,,7.68,,4,,,,,,,,,,,,
7278,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.536,95.283,60,261,,,7.78,,4,,,,,,,,,,,,
7279,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.604,95.346,60,266,,,7.12,,4,,,,,,,,,,,,
7280,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.583,95.35,60,264,,,6.58,,4,,,,,,,,,,,,
7281,2439,2004,12,26,,INDONESIA,ACEH,"WEST COAST OF ACEH, SUMATRA",5.477,95.245,60,256,,,12.42,,4,,,,,,,,,,,,
7283,2439,2004,12,26,,INDONESIA,ACEH,"WEST COAST OF ACEH, SUMATRA",5.443,95.242,60,253,,,27.86,,5,,,,,,,,,,,,
26381,2439,2004,12,26,,INDIA,TAMIL NADU,"KALPAKKAM, KANCHEEPURAM",12.513,80.1567,60,2021,,,4,1000,4,,,,,,,,,,,,
26831,2439,2004,12,26,,INDIA,KERALA,"ARATTUPUZHA, ALLAPUZHA",10.43279,76.22622,,2320,,,,,1,,,28,1,,,,,,,,
26832,2439,2004,12,26,,INDIA,TAMIL NADU,SOTHAVILAI,8.078,77.541,,2109,,,,,1,,,200,3,,,,,,,,
6847,2439,2004,12,26,,MEXICO,,MANZANILLO,19.05,-104.333,88,16686,,,0.4,,2,,,,,,,,,,,,
6848,2439,2004,12,26,,RUSSIA,KURIL ISLANDS,"SEVERO-KURILSK, PARAMUSHIR ISLAND",50.68333,156.13,86,7668,36,31,0.15,,2,,,,,,,,,,,,
6850,2439,2004,12,26,,AUSTRALIA,,HILLARYS HARBOUR,-31.82,115.73,60,4429,6,15,0.54,,2,,R,,,,,,,,,,
6851,2439,2004,12,26,,AUSTRALIA,,ESPERANCE,-33.870889,121.895361,60,4947,7,58,0.8,,2,,,,,,,,,,,,
6852,2439,2004,12,26,,AUSTRALIA,,PORTLAND,-38.3434,141.6132,81,6586,9,49,0.85,,2,,,,,,,,,,,,
6855,2439,2004,12,26,,AUSTRALIA,,ROSSLYN BAY,-23.161,150.79,81,6626,,,0.25,,2,,,,,,,,,,,,
6857,2439,2004,12,26,,NEW ZEALAND,,LITTLE KAITERITERI,-41.048,173.027,81,9173,,,0.6,,2,,,,,,,,,,,,
6858,2439,2004,12,26,,NEW ZEALAND,,CHARLESTON,-41.908,171.433,81,9062,,,0.4,,2,,,,,,,,,,,,
6859,2439,2004,12,26,,NEW ZEALAND,,DOG ISLAND,-46.652,168.412,81,8954,,,0.35,,2,,,,,,,,,,,,
6860,2439,2004,12,26,,NEW ZEALAND,,GREEN ISLAND,-45.9523,170.3867,81,9081,,,0.4,,2,,,,,,,,,,,,
6861,2439,2004,12,26,,NEW ZEALAND,,TIMARU,-44.392,171.254,81,9108,18,6,1.05,,2,43,,,,,,,,,,,
7262,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.554,95.319,60,262,,,5.01,,4,,,,,,,,,,,,
7263,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.551,95.304,60,262,,,7.04,,4,,,,,,,,,,,,
7264,2439,2004,12,26,,INDONESIA,ACEH,"CENTER OF BANDA ACEH, SUMATRA",5.551,95.304,60,262,,,6.26,,4,,,,,,,,,,,,
6862,2439,2004,12,26,,NEW ZEALAND,,KAIKOURA,-42.4129,173.7028,81,9257,,,0.5,,2,,,,,,,,,,,,
6863,2439,2004,12,26,,NEW ZEALAND,,SUMNER HEAD,-43.57,172.773,81,9207,,,0.5,,2,,,,,,,,,,,,
6864,2439,2004,12,26,,NEW ZEALAND,,"KAINGAROA, CHATHAM ISLAND",-43.7315,-176.733,81,10046,,,0.3,,2,,,,,,,,,,,,
6866,2439,2004,12,26,,NEW ZEALAND,,MOTURIKI ISLAND,-37.6304,176.186,81,9376,,,0.16,,2,,,,,,,,,,,,
6868,2439,2004,12,26,,NEW ZEALAND,,"WESTGATE, PORT TARANAKI",-39.067,174.033,81,9216,,,0.5,,2,,,,,,,,,,,,
6869,2439,2004,12,26,,NEW ZEALAND,,CHATHAM ISLAND,-43.95,-176.567,81,10061,,,0.18,,2,,,,,,,,,,,,
6877,2439,2004,12,26,,NEW CALEDONIA,,NOUMEA,-22.3,166.433333,82,8154,,,0.05,,2,,,,,,,,,,,,
6878,2439,2004,12,26,,TONGA,,NUKUALOFA (NUKU'ALOFA),-21.138,-175.1815,81,10022,,,0.05,,2,,,,,,,,,,,,
6879,2439,2004,12,26,,FIJI,,"SUVA, KING'S WHARF",-18.133,178.427,81,9328,,,0.03,,2,,,,,,,,,,,,
6880,2439,2004,12,26,,FRENCH POLYNESIA,,"NUKU HIVA ISLAND, MARQUESAS ISLANDS",-8.9148,-140.0958,81,13793,,,0.03,,2,,,,,,,,,,,,
6881,2439,2004,12,26,,USA,HI,"KAHULUI, MAUI, HI",20.895,-156.477,80,11691,26,49,0.15,,2,,,,,,,,,,,,
6882,2439,2004,12,26,,USA,HI,"KAWAIHAE, HAWAII, HI",20.0366,-155.829,80,11773,25,43,0.05,,2,,,,,,,,,,,,
6883,2439,2004,12,26,,USA,HI,"HONOLULU, OAHU, HI",21.3067,-157.867,80,11541,26,47,0.05,,2,,,,,,,,,,,,
6884,2439,2004,12,26,,USA,AK,"ADAK, SWEEPER COVE, AK",51.863,-176.632,87,9543,,,0.11,,2,,,,,,,,,,,,
6885,2439,2004,12,26,,USA,AK,"UNALASKA, DUTCH HARBOR, AK",53.883,-166.533,87,10203,,,0.07,,2,,,,,,,,,,,,
6886,2439,2004,12,26,,USA,WA,"NEAH BAY, WA",48.367,-124.612,88,13061,33,21,0.07,,2,,,,,,,,,,,,
9488,2439,2004,12,26,,INDIA,KERALA,"KOCHI, KERALA",9.97,76.27,60,2300,4,42,0.75,,2,,R,,,,,,,,,,
9489,2439,2004,12,26,,INDIA,GOA,"MORMUGAO, GOA",15.42,73.8,60,2778,5,54,0.79,,2,,R,,,,,,,,,,
26400,2439,2004,12,26,,INDONESIA,ACEH,"E OF BANDA ACEH, SUMATRA",5.65125,95.4231,60,269,,,8,4000,5,,,,,,,,3,,,,
9359,2439,2004,12,26,,SOUTH AFRICA,,EAST LONDON,-33.02,27.92,60,8192,11,29,0.64,,2,,R,,,,,,,,,,
26554,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.56530556,95.32958333,60,263,,,2,,5,,,,,,,,,,,,
26555,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.56988889,95.32963889,60,263,,,3.25,,5,,,,,,,,,,,,
26556,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.57569444,95.34505556,60,263,,,3.55,,5,,,,,,,,,,,,
26557,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.56344444,95.31697222,60,263,,,5.2,,5,,,,,,,,,,,,
26558,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.56802778,95.31680556,60,263,,,6,,5,,,,,,,,,,,,
26559,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.5615,95.31683333,60,263,,,6,,5,,,,,,,,,,,,
26560,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.54686111,95.31169444,60,261,,,4,,5,,,,,,,,,,,,
26561,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.47838889,95.24544444,60,256,,,5.8,,5,,,,,,,,,,,,
26562,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.53391667,95.28136111,60,261,,,6.1,,5,,,,,,,,,,,,
26563,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.58175,95.36402778,60,263,,,2.7,,5,,,,,,,,,,,,
26564,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.59972222,95.391,60,265,,,3.2,,5,,,,,,,,,,,,
26565,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.60286111,95.39630556,60,265,,,3,,5,,,,,,,,,,,,
26566,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.60469444,95.38775,60,265,,,6.1,,5,,,,,,,,,,,,
26567,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.59722222,95.39666667,60,264,,,0.25,,5,,,,,,,,,,,,
26568,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.56055556,95.3075,60,263,,,8,,5,,,,,,,,,,,,
26569,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.55736111,95.28555556,60,263,,,9,,5,,,,,,,,,,,,
26570,2439,2004,12,26,,INDONESIA,ACEH,BANDA ACEH,5.56194444,95.30555556,60,263,,,8.1,,5,,,,,,,,,,,,
26571,2439,2004,12,26,,THAILAND,PHANG NGA,NAM KHEM,8.86355556,98.27322222,60,669,,,4.2,,5,,,,,,,,,,,,
26572,2439,2004,12,26,,THAILAND,PHANG NGA,NAM KHEM,8.84783333,98.27536111,60,668,,,0.8,,5,,,,,,,,,,,,
26573,2439,2004,12,26,,THAILAND,PHANG NGA,NAM KHEM,8.84202778,98.27602778,60,667,,,1.55,,5,,,,,,,,,,,,
26574,2439,2004,12,26,,THAILAND,PHANG NGA,NAM KHEM,8.85563889,98.26780556,60,668,,,3.8,,5,,,,,,,,,,,,
26575,2439,2004,12,26,,THAILAND,PHANG NGA,NAM KHEM,8.85111111,98.2675,60,668,,,7.5,,5,,,,,,,,,,,,
9663,2439,2004,12,26,,MYANMAR (BURMA),,"THIRIMYAING QUARTER, KAWTHAUNG",10.001,98.535,60,797,,,2.6,,1,,,8,1,,,,1,83,2,,
26836,2439,2004,12,26,,MYANMAR (BURMA),,AYEYARWADDY DELTA,,,60,,,,,,1,,,32,1,50,1,,1,550,3,,
26837,2439,2004,12,26,,MYANMAR (BURMA),,RAKINE,,,60,,,,,,1,,,21,1,,,,,,,,
9080,2439,2004,12,26,,THAILAND,,BAN BANG PHNG,8.812,98.266,60,664,,,13.1,9,4,,,,,,,,,,,,
9075,2439,2004,12,26,,THAILAND,,NAI RAI,8.31,98.273,60,613,,,5.3,534,1,,,,,,,,,,,,
9077,2439,2004,12,26,,THAILAND,,THAI MUANG,8.399,98.265,60,621,,,6.1,114,1,,,,,,,,,,,,
9088,2439,2004,12,26,,THAILAND,,BAN THUNG DAP,9.028,98.257,60,685,,,19.6,30,4,,,,,,,,,,,,
9086,2439,2004,12,26,,THAILAND,,BAN NAM KIM,8.857,98.268,60,668,,,15.8,63,4,,,,,,,,,,,,
9082,2439,2004,12,26,,THAILAND,,BAN NOK NA,8.999,98.257,60,682,,,12.6,136,1,,,,,,,,,,,,
9096,2439,2004,12,26,,THAILAND,,BAN PAK NAM,9.951,98.596,60,795,,,1.2,0,1,,,,,,,,,,,,
9092,2439,2004,12,26,,THAILAND,,BAN KO DAM,9.277,98.386,60,716,,,1.1,0,1,,,,,,,,,,,,
26401,2439,2004,12,26,,INDONESIA,ACEH,BREUH ISLAND,5.67,95.1296,60,281,,,20.1,,5,,,,,,,,2,,2,,2
26402,2439,2004,12,26,,INDONESIA,ACEH,DEUDAP ISLAND,5.602,95.14,60,273,,,10.7,,5,,,,,,,,2,,2,,2
26397,2439,2004,12,26,,INDONESIA,ACEH,"IDI, SUMATRA",4.96653,97.77177,60,272,,,2.5,500,5,,,,,,,,1,,1,,1
26398,2439,2004,12,26,,INDONESIA,ACEH,"PANTERAJA, SUMATRA",5.2611,96.18528,60,220,,,4.7,1000,5,,,,,,,,1,,,,
26385,2439,2004,12,26,,INDIA,TAMIL NADU,"KANNIYAKUMARI, KOLACHEL",8.17,77.24,60,2143,,,,,1,,,300,3,,,,,,,,
26368,2439,2004,12,26,,INDIA,KERALA,ERNAKULAM,9.98,76.28,60,2299,,,2.4,1000,5,,,,,,,,,,,,
26369,2439,2004,12,26,,INDIA,KERALA,ERNAKULAM,9.98,76.28,60,2299,,,4,1000,4,,,,,,,,,,,,
26370,2439,2004,12,26,,INDIA,KERALA,KOLLAM,8.88,76.6,60,2231,,,3,1000,5,,,,,,,,,,,,
26371,2439,2004,12,26,,INDIA,KERALA,KOLLAM,8.88,76.6,60,2231,,,4,1000,4,,,,,,,,,,,,
26372,2439,2004,12,26,,INDIA,KERALA,ALLAPUZHA,9.49,76.33,60,2278,,,3,1000,5,,,,,,,,,,,,
26373,2439,2004,12,26,,INDIA,KERALA,ALLAPUZHA,9.49,76.33,60,2278,,,4,1000,4,,,,,,,,,,,,
26374,2439,2004,12,26,,INDIA,TAMIL NADU,KANYAKUMARI,8.078,77.541,60,2109,,,2.4,400,5,,,,,,,,,,,,
26375,2439,2004,12,26,,INDIA,TAMIL NADU,KANYAKUMARI,8.078,77.541,60,2109,,,10,400,4,,,,,,,,1,,,,
9341,2439,2004,12,26,,UK TERRITORY,,DIEGO GARCIA,-7.3,72.38,60,2873,3,46,0.45,,2,,R,,,,,,,,,,
26833,2439,2004,12,26,,INDIA,TAMIL NADU,"SILVER BEACH, CUDDALORE",11.75,79.75,,2020,,,,,1,,,37,1,,,,2,,,,
26834,2439,2004,12,26,,INDIA,TAMIL NADU,"KARUKALACHERI, CUDDALORE",,,,,,,,,1,,,25,1,,,,,,1,,1
26835,2439,2004,12,26,,INDIA,ANDHRA PRADESH,KRISHNA DISTRICT,16.17,81.13,,2165,,,,,1,,,27,1,,,,,,,,1
6897,2439,2004,12,26,,EL SALVADOR,,ACAJUTLA,13.5739,-89.8383,88,18038,31,56,0.16,,2,,,,,,,,,,,,
6898,2439,2004,12,26,,ECUADOR,,"BALTRA ISLAND, GALAPAGOS ISLANDS",-0.433,-90.283,89,19255,29,27,0.18,,2,,,,,,,,,,,,
6899,2439,2004,12,26,,CHILE,ARICA,ARICA,-18.467,-70.333,89,17770,27,3,0.36,,2,,,,,,,,,,,,
6900,2439,2004,12,26,,CHILE,ANTOFAGASTA,ANTOFAGASTA,-23.65,-70.4,89,17325,26,26,0.14,,2,,,,,,,,,,,,
6901,2439,2004,12,26,,CHILE,COPIAPO,CALDERA,-27.0644,-70.8247,89,17028,26,17,0.11,,2,,,,,,,,,,,,
6902,2439,2004,12,26,,CHILE,ELQUI,COQUIMBO,-29.95,-71.3353,89,16769,24,54,0.18,,2,,,,,,,,,,,,
